"fecha","hora_inicio","hora_fin","modalidad","participantes_nombre_usuario","ruta_artefacto","decisiones_tomadas","commits_producidos","tipo_sesion","tipo","ruta_nota_campo"
"2026-07-22","11:11am","11:13am","Presencial","Paul Alexander Tigasi Sampedro (entrevista); Jamileth Estefanía Gamarra Zárate (toma de notas)","N/A","Considerar requisitos para agendar, reprogramar y cancelar citas, consultar historial, recibir recetas digitales y conocer información previa de los servicios.","cc51bc357828512d14d87fcb453293423ee53135","Sesión de campo con participante externo (entrevista de elicitación P08 — Paciente)","entrevista","10_Autoria/notas_campo/2026-07-22_P08_paciente_notas-campo.pdf"
"2026-08-28","N/A (solo se registró duración: 17:13 min)","N/A (solo se registró duración: 17:13 min)","Presencial","Paul Alexander Tigasi Sampedro (entrevista); Jamileth Estefanía Gamarra Zárate (toma de notas)","N/A","Se considera necesario agregar un reporte de notas de enfermería, ampliar los signos vitales y mejorar el registro de procedimientos y entrega de medicamentos.","6935a33bcb774f3f2d97f4ec9db36f7308bb8375","Sesión de campo con participante externo (validación por walkthrough V01 — Enfermería)","walkthrough","10_Autoria/notas_campo/2026-08-28_V01_enfermeria_notas-campo.pdf"
"2026-08-28","N/A (solo se registró duración: 15:35 min)","N/A (solo se registró duración: 15:35 min)","Presencial","Paul Alexander Tigasi Sampedro (entrevista); Jamileth Estefanía Gamarra Zárate (toma de notas)","N/A","Se considera necesario mejorar la validación de los campos obligatorios, ampliar el historial clínico y revisar las funciones del asistente virtual.","42d11598cfb67ab693775ac24388f7a1e0bcd45b","Sesión de campo con participante externo (validación por walkthrough V02 — Medicina General)","walkthrough","10_Autoria/notas_campo/2026-08-28_V02_medicina-general_notas-campo.pdf"
"2026-08-28","N/A (solo se registró duración: 14:43 min)","N/A (solo se registró duración: 14:43 min)","Presencial","Steven Santiago Díaz Pontón (entrevista); Jamileth Estefanía Gamarra Zárate (toma de notas)","N/A","Se considera necesario corregir el registro y actualización de datos, permitir agendar pacientes duplicados, sin derivación previa y mejorar la configuración de notificaciones.","209a72e57d3e747c76ca0dc8b515c738fd89ccef","Sesión de campo con participante externo (validación por walkthrough V03 — Nutrición)","walkthrough","10_Autoria/notas_campo/2026-08-28_V03_nutricion_notas-campo.pdf"
"2026-08-28","N/A (solo se registró duración: 13:35 min)","N/A (solo se registró duración: 13:35 min)","Presencial","Paul Alexander Tigasi Sampedro (entrevista); Jamileth Estefanía Gamarra Zárate (toma de notas)","N/A","Se considera necesario automatizar la reasignación de citas, mejorar los permisos según el rol y contar con una base de datos en la nube.","297564236e93bb8ab75dc1607999d9e5482b277d","Sesión de campo con participante externo (validación por walkthrough V04 — Coordinación)","walkthrough","10_Autoria/notas_campo/2026-08-28_V04_coordinacion_notas-campo.pdf"
"2026-08-28","N/A (solo se registró duración: 08:07 min)","N/A (solo se registró duración: 08:07 min)","Presencial","Paul Alexander Tigasi Sampedro (entrevista); Jamileth Estefanía Gamarra Zárate (toma de notas)","N/A","Se considera necesario organizar mejor la historia clínica y separar los antecedentes personales de los familiares.","ac192c8787caa7d88e22431e08ea1a94ddb3c1dc","Sesión de campo con participante externo (validación por walkthrough V05 — Odontología/Coordinación)","walkthrough","10_Autoria/notas_campo/2026-08-28_V05_odontologia-coordinacion_notas-campo.pdf"
"2026-08-28","N/A (solo se registró duración: 16:24 min)","N/A (solo se registró duración: 16:24 min)","Presencial","Paul Alexander Tigasi Sampedro (entrevista); Jamileth Estefanía Gamarra Zárate (toma de notas)","N/A","Se considera necesario agregar todas las áreas médicas y mejorar los campos de pago para que se diferencien el valor total, el monto pagado y el vuelto.","e33494717c14e0476a97870188c614713802e9bc","Sesión de campo con participante externo (validación por walkthrough V06 — Recepción/Recaudación)","walkthrough","10_Autoria/notas_campo/2026-08-28_V06_recepcion-recaudacion_notas-campos.pdf"
"2026-08-28","N/A (solo se registró duración: 13:25 min)","N/A (solo se registró duración: 13:25 min)","Presencial","Paul Alexander Tigasi Sampedro (entrevista); Jamileth Estefanía Gamarra Zárate (toma de notas)","N/A","Se considera necesario mejorar la accesibilidad, facilitar el agendamiento de citas y restringir el acceso del paciente a la historia clínica.","e09f6f3c5b093b3092f6d8c7c104a3e7268ed884","Sesión de campo con participante externo (validación por walkthrough V07 — Simulación de paciente)","walkthrough","10_Autoria/notas_campo/2026-08-28_V07_simulacion-paciente_notas-campo.pdf"
"2026-08-28","N/A (solo se registró duración: 14:05 min)","N/A (solo se registró duración: 14:05 min)","Presencial","Thais Melanie Herrera Ramos (entrevista); Jamileth Estefanía Gamarra Zárate (toma de notas)","N/A","Se considera necesario mejorar el detalle de las valoraciones físicas, organizar citas y retirar las funciones que no corresponden al área.","98237b8f4ddee95c3a2316395e9a5fd227242c94","Sesión de campo con participante externo (validación por walkthrough V08 — Terapia Física)","walkthrough","10_Autoria/notas_campo/2026-08-28_V08_terapia-fisica_notas-campo.pdf"
"2026-08-28","N/A (solo se registró duración: 14:44 min)","N/A (solo se registró duración: 14:44 min)","Presencial","Jamileth Estefanía Gamarra Zárate (entrevista); responsable de toma de notas no consta en la nota manuscrita","N/A","Se considera necesario diferenciar los módulos, mejorar la organización del historial y facilitar el registro de atención.","7b4653f78488cf292bdad269e0130d41eaa52101","Sesión de campo con participante externo (validación por walkthrough V09 — Psicología)","walkthrough","10_Autoria/notas_campo/2026-08-28_V09_psicologia_notas-campos.pdf"
"2026-08-30","N/A (solo se registró duración: 09:41 min)","N/A (solo se registró duración: 09:41 min)","Presencial","Mayummy Jailly Trujillo Vega (entrevista); Jamileth Estefanía Gamarra Zárate (toma de notas)","N/A","Se considera necesario mejorar la accesibilidad, simplificar el proceso de agendamiento y corregir la visualización de la información del paciente.","69f125edf41e736181a8451adc95d1ca80152fe2","Sesión de campo con participante externo (validación por walkthrough V10 — Simulación de paciente 02)","walkthrough","10_Autoria/notas_campo/2026-08-30_V10_simulacion-paciente02_notas-campo.pdf"
